player_name,team_name,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interception,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,OutOfBox_Shots,SixYardBox_Shots,PenaltyArea_Shots,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total Dribbles,UnsuccessfulTouches,Dispossessed,Total_Aerial,Won,Lost,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists
Thiago Silva,Chelsea,1.5,0.4,1.9,1.3,0.5,0.4,0.1,0.0,0.0,4.0,1.1,0.1,0.3,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,3.1,2.3,0.9,75.2,4.3,3.4,64.4,3.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
David Raya,Brentford,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.1,0.1,2.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,38.8,10.8,14.8,12.8,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Son Heung-Min,Tottenham,0.7,0.6,1.3,0.4,1.0,0.4,0.1,0.0,0.5,0.1,0.1,0.1,0.6,0.0,0.0,0.0,0.0,2.3,0.9,0.1,1.2,0.3,0.0,0.2,0.1,1.4,0.9,2.3,1.8,1.5,1.0,0.3,0.8,21.8,0.4,0.2,17.5,3.7,1.7,0.2,1.5,0.1,0.0,0.0,0.0,0.0,0.1,0.2
N'Golo Kanté,Chelsea,2.3,0.6,2.9,0.9,0.3,0.7,0.1,0.0,0.1,0.3,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.1,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.9,1.7,2.6,1.9,0.7,0.9,0.3,0.6,46.4,1.4,1.4,36.9,6.7,1.9,0.1,1.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Virgil van Dijk,Liverpool,0.8,0.3,1.2,1.0,0.1,0.4,0.1,0.0,0.1,4.2,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.8,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.2,0.0,4.2,3.1,1.1,80.7,4.7,3.2,68.3,4.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Palhinha,Fulham,4.2,1.8,6.1,1.3,1.4,1.4,0.4,0.0,0.0,1.7,0.1,0.1,1.2,0.0,0.0,0.0,0.0,1.1,0.4,0.1,0.5,0.1,0.0,0.0,0.0,0.7,0.4,1.1,1.1,0.8,3.2,2.1,1.1,36.2,2.5,1.5,27.5,4.7,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Wan-Bissaka,Manchester United,2.1,0.1,2.2,1.2,0.1,0.6,0.1,0.0,0.0,1.8,0.4,0.3,0.8,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.9,0.9,1.8,0.7,0.5,1.6,0.7,0.9,37.1,0.9,0.8,30.1,5.3,0.8,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Douglas Luiz,Aston Villa,1.9,0.9,2.9,1.1,1.1,1.3,0.2,0.0,0.1,0.6,0.2,0.2,0.8,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.2,0.2,0.0,0.1,0.1,0.5,0.6,1.2,1.0,0.9,1.3,0.7,0.6,45.9,2.2,1.6,37.5,4.6,1.2,0.2,1.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2
Alisson Becker,Liverpool,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,2.9,0.3,1.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.3,0.3,0.0,33.5,4.5,5.3,23.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernd Leno,Fulham,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,4.0,0.4,2.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,33.5,4.4,7.8,21.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Wilson,Newcastle,0.3,0.1,0.4,0.0,1.0,0.7,0.1,0.0,0.5,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2.4,0.2,0.5,1.6,0.6,0.2,0.3,0.1,0.8,0.4,1.2,2.3,1.2,2.2,0.6,1.5,7.6,0.1,0.2,5.0,2.3,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Moisés Caicedo,Brighton,2.7,0.8,3.5,1.5,1.5,1.8,0.3,0.0,0.0,0.7,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.8,1.5,1.1,0.6,1.6,1.0,0.6,59.7,2.4,1.1,50.6,5.6,1.2,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Almirón,Newcastle,1.4,0.7,2.1,0.3,1.0,0.6,0.1,0.0,0.3,0.4,0.1,0.1,0.7,0.0,0.0,0.0,0.0,2.0,0.6,0.1,1.4,0.3,0.1,0.2,0.1,1.3,1.0,2.3,1.5,0.8,0.5,0.2,0.3,27.4,0.4,0.3,22.8,4.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Benoît Badiashile,Chelsea,1.3,0.5,1.7,1.5,0.5,0.8,0.2,0.0,0.0,3.0,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.4,0.1,0.0,0.1,0.0,0.2,0.1,0.3,0.2,0.3,4.5,3.2,1.3,77.7,3.5,2.5,66.2,5.5,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Fofana,Leicester,2.0,1.0,3.0,4.5,1.5,1.0,0.5,0.0,0.5,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,1.5,0.0,5.5,2.5,3.0,69.5,1.0,3.0,57.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Nørgaard,Brentford,2.4,1.4,3.7,1.5,0.9,1.6,0.3,0.0,0.0,1.8,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.5,0.4,0.9,0.6,0.5,1.7,0.8,0.9,36.0,1.4,1.9,26.1,6.6,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Lewis Hall,Chelsea,2.6,0.8,3.3,1.2,1.2,0.3,0.1,0.0,0.1,1.1,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.2,0.1,0.0,1.1,0.0,0.0,0.0,0.0,1.8,1.2,3.0,1.8,0.8,1.3,0.8,0.6,39.4,2.7,1.7,30.3,4.8,1.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Shaw,Manchester United,1.8,0.5,2.3,1.2,0.9,1.5,0.3,0.0,0.0,1.7,0.5,0.1,1.1,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.5,1.3,0.8,0.3,2.4,1.5,0.9,58.2,2.0,2.0,48.1,6.1,1.1,0.3,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Joe Willock,Newcastle,1.5,0.9,2.4,0.7,0.7,1.0,0.0,0.0,0.1,0.4,0.2,0.1,1.3,0.0,0.0,0.0,0.0,1.7,0.6,0.2,0.9,0.1,0.0,0.1,0.0,1.6,1.1,2.7,1.9,0.8,0.9,0.5,0.5,25.4,1.0,0.6,20.6,3.2,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Emiliano Martínez,Aston Villa,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,2.7,0.1,1.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.4,0.0,34.7,6.6,9.6,18.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oleksandr Zinchenko,Arsenal,1.5,0.7,2.2,0.8,0.4,0.2,0.1,0.0,0.0,1.1,0.1,0.3,0.7,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.6,0.9,0.6,0.6,2.6,1.9,0.7,63.6,2.3,1.4,53.5,6.4,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Jacob Ramsey,Aston Villa,2.0,1.1,3.0,0.7,1.3,1.0,0.1,0.0,0.1,0.8,0.2,0.1,1.1,0.0,0.0,0.0,0.0,0.9,0.3,0.1,0.6,0.2,0.1,0.1,0.0,1.3,0.9,2.2,1.8,1.1,1.5,0.5,1.0,24.7,0.5,0.5,20.1,3.6,1.2,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Roberto Firmino,Liverpool,0.7,0.7,1.4,0.3,0.2,0.4,0.0,0.0,0.2,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.6,0.2,0.4,1.0,0.4,0.2,0.2,0.0,0.4,0.5,1.0,1.5,0.9,1.8,0.6,1.2,21.8,0.3,0.2,17.2,4.2,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Sèrge Aurier,Nottingham Forest,2.7,0.4,3.1,1.2,0.8,0.8,0.1,0.0,0.0,2.7,0.5,0.4,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.7,1.3,1.3,0.8,3.3,1.9,1.3,30.6,0.9,1.3,21.4,7.0,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Trossard,Arsenal,0.6,0.6,1.2,0.3,0.9,0.5,0.0,0.0,0.2,0.1,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.9,0.3,0.1,0.5,0.1,0.1,0.0,0.0,0.6,0.8,1.3,0.9,1.2,0.3,0.1,0.2,19.5,0.8,0.4,15.6,2.7,1.2,0.3,0.9,0.2,0.1,0.1,0.0,0.0,0.3,0.5
Gabriel Magalhães,Arsenal,1.3,0.2,1.5,0.8,1.1,0.7,0.1,0.0,0.0,3.2,0.7,0.1,0.6,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.5,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.5,0.1,4.7,2.6,2.1,63.1,2.2,2.6,54.3,3.9,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lisandro Martínez,Manchester United,2.0,0.5,2.5,1.2,0.4,0.8,0.2,0.0,0.0,3.6,1.0,0.2,0.9,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.5,0.6,0.4,0.3,2.3,1.2,1.1,56.2,2.5,3.6,46.6,3.6,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Gibbs-White,Nottingham Forest,0.7,0.6,1.4,0.4,0.8,0.9,0.1,0.0,0.2,0.3,0.1,0.2,0.5,0.0,0.0,0.0,0.0,1.7,0.8,0.0,0.9,0.1,0.0,0.1,0.0,1.4,1.4,2.8,2.6,1.3,4.7,1.6,3.1,25.6,1.1,1.3,16.5,6.6,1.9,0.5,1.4,0.1,0.0,0.0,0.0,0.0,0.1,0.2
Kalidou Koulibaly,Chelsea,2.0,0.6,2.6,1.3,0.4,1.0,0.2,0.0,0.0,3.1,0.6,0.2,0.7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.1,0.2,0.3,0.4,0.1,2.7,1.4,1.2,63.0,2.9,3.6,52.0,4.5,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,Manchester United,0.6,0.8,1.4,0.3,0.4,0.3,0.0,0.0,0.3,0.2,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.7,0.2,0.0,0.2,0.0,1.7,1.3,3.0,1.9,0.8,0.5,0.1,0.5,28.8,0.4,0.2,24.1,4.1,1.7,0.1,1.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Çaglar Söyüncü,Leicester,2.0,0.4,2.4,1.0,0.6,1.0,0.3,0.0,0.0,4.1,1.1,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.3,0.0,5.7,3.4,2.3,43.7,2.6,4.4,31.9,4.9,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip Billing,Bournemouth,1.8,0.9,2.6,0.9,1.0,0.8,0.1,0.0,0.1,1.4,0.2,0.2,1.1,0.0,0.0,0.0,0.0,1.1,0.4,0.1,0.6,0.2,0.0,0.1,0.1,0.6,0.8,1.4,1.2,1.0,2.4,1.4,1.0,28.0,0.7,1.1,21.5,4.7,0.7,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antony,Manchester United,0.9,0.8,1.7,0.4,1.0,0.6,0.2,0.0,0.1,0.1,0.0,0.2,0.7,0.0,0.0,0.0,0.0,2.9,1.5,0.1,1.3,0.2,0.0,0.1,0.0,1.8,1.2,3.1,1.5,0.5,1.0,0.2,0.8,31.0,0.7,0.4,24.8,5.1,1.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Michael Keane,Everton,0.6,0.3,0.8,1.2,0.3,0.6,0.0,0.0,0.0,4.6,0.6,0.0,0.4,0.0,0.0,0.0,0.0,1.2,0.1,0.3,0.8,0.1,0.0,0.0,0.1,0.3,0.3,0.6,0.5,0.2,8.3,5.6,2.8,35.7,2.2,4.7,22.8,6.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Alex Iwobi,Everton,1.8,0.8,2.7,0.7,0.4,0.5,0.1,0.0,0.1,0.7,0.1,0.0,1.0,0.0,0.0,0.0,0.0,1.1,0.6,0.0,0.4,0.1,0.0,0.0,0.0,1.4,1.4,2.9,1.8,1.1,1.0,0.3,0.7,36.6,1.9,1.8,26.9,5.9,1.7,0.3,1.4,0.0,0.0,0.1,0.0,0.0,0.1,0.2
Thiago Alcântara,Liverpool,2.4,0.5,2.9,1.2,1.4,1.0,0.1,0.0,0.0,0.7,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.5,1.2,1.7,0.7,1.2,2.1,0.8,1.3,60.3,5.2,1.7,47.0,6.4,0.9,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfried Zaha,Crystal Palace,1.2,0.5,1.7,0.6,2.9,1.3,0.2,0.0,0.5,0.2,0.0,0.1,0.7,0.0,0.0,0.0,0.0,2.4,0.6,0.1,1.8,0.3,0.0,0.2,0.0,3.0,2.0,5.1,3.5,3.0,0.8,0.2,0.6,22.4,0.3,0.3,17.9,3.9,1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Mathias Jensen,Brentford,1.9,1.7,3.6,0.9,0.7,0.9,0.1,0.0,0.0,0.6,0.1,0.0,1.3,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.1,0.0,0.1,0.0,1.0,0.7,1.7,1.5,0.9,0.8,0.3,0.5,32.9,3.0,2.8,21.9,5.2,1.3,0.3,1.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2
John McGinn,Aston Villa,1.9,1.1,3.0,0.7,1.9,1.2,0.2,0.0,0.0,0.4,0.1,0.1,1.1,0.0,0.0,0.0,0.0,1.2,0.9,0.0,0.4,0.0,0.0,0.0,0.0,0.7,1.3,2.1,1.7,1.0,1.3,0.6,0.6,28.5,1.9,1.1,21.4,4.2,0.5,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Kepa,Chelsea,0.1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,3.1,0.2,1.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,30.9,4.1,5.7,20.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrod Bowen,West Ham,1.0,1.1,2.1,0.9,1.8,0.7,0.1,0.0,0.3,0.5,0.2,0.2,1.0,0.0,0.0,0.0,0.0,2.0,0.5,0.2,1.3,0.2,0.1,0.1,0.0,2.2,0.9,3.1,1.8,1.4,2.7,0.9,1.8,18.8,0.6,0.8,13.1,4.3,1.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Tomás Soucek,West Ham,2.1,0.8,3.0,1.5,0.4,1.4,0.1,0.0,0.1,1.9,0.5,0.1,0.7,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.7,0.1,0.0,0.0,0.0,0.4,0.1,0.5,0.6,0.5,5.7,3.2,2.6,27.1,1.1,0.9,18.4,6.6,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Bernardo Silva,Manchester City,1.3,0.9,2.1,0.5,0.4,0.9,0.1,0.0,0.1,0.2,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.5,0.1,0.0,0.1,0.1,1.1,0.8,1.9,0.9,0.9,0.5,0.1,0.4,41.7,1.7,1.3,35.4,3.3,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Allan Saint-Maximin,Newcastle,0.4,0.4,0.8,0.2,0.6,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,1.1,0.4,0.0,0.7,0.0,0.0,0.0,0.0,1.7,2.3,4.0,1.2,1.2,0.2,0.1,0.1,16.2,0.8,0.1,11.4,4.0,1.2,0.0,1.2,0.1,0.0,0.0,0.0,0.0,0.1,0.2
Noni Madueke,Chelsea,1.0,0.6,1.6,0.3,1.3,0.3,0.0,0.0,0.2,0.6,0.2,0.0,0.9,0.0,0.0,0.0,0.0,1.0,0.3,0.1,0.7,0.1,0.0,0.1,0.0,2.5,2.8,5.3,1.4,1.1,0.6,0.2,0.4,21.7,0.3,0.1,17.6,3.8,1.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Ayew,Crystal Palace,1.7,0.8,2.6,0.4,2.4,1.3,0.1,0.0,0.1,0.8,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.1,0.0,0.1,0.0,2.2,1.7,3.9,2.8,2.2,3.8,1.3,2.4,21.6,0.2,0.4,17.2,3.8,0.8,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Enzo Fernández,Chelsea,2.5,1.9,4.4,0.9,1.2,0.6,0.2,0.0,0.1,0.6,0.1,0.1,1.7,0.0,0.0,0.0,0.0,1.1,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.9,1.8,1.4,0.7,0.9,0.4,0.6,78.9,7.4,2.5,62.9,6.1,1.1,0.2,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.1
John Stones,Manchester City,1.0,0.1,1.1,0.4,0.3,0.4,0.1,0.0,0.0,1.7,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.2,0.3,0.4,0.3,0.2,2.1,1.4,0.7,65.7,2.8,0.8,58.5,3.6,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Cristian Romero,Tottenham,2.5,0.6,3.1,1.6,0.4,1.6,0.3,0.0,0.0,3.6,0.7,0.2,0.8,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.7,0.4,3.1,2.1,1.0,58.7,3.0,2.2,48.4,5.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youri Tielemans,Leicester,2.1,1.3,3.4,0.9,0.8,1.1,0.1,0.0,0.0,0.8,0.3,0.0,0.9,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.1,0.1,0.0,0.0,0.1,0.3,0.8,1.1,1.1,0.5,1.2,0.8,0.4,50.2,2.1,2.3,39.1,6.7,1.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Rúben Dias,Manchester City,0.8,0.3,1.1,0.7,0.3,0.7,0.1,0.0,0.0,2.1,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.2,2.8,1.7,1.1,79.7,2.6,2.4,71.3,3.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joachim Andersen,Crystal Palace,1.3,0.5,1.8,0.8,0.5,0.8,0.3,0.0,0.1,5.8,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.1,3.8,2.7,1.1,60.6,6.3,8.0,42.1,4.3,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamed Traorè,Bournemouth,2.4,1.7,4.1,0.3,0.6,0.6,0.0,0.0,0.1,0.1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.6,0.0,0.0,0.0,0.0,1.3,2.3,3.6,2.1,1.9,0.7,0.4,0.3,19.3,0.6,0.7,13.1,4.9,2.0,0.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darwin Núñez,Liverpool,0.4,0.4,0.8,0.1,0.6,0.9,0.0,0.0,0.6,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2.9,0.6,0.3,2.0,0.3,0.1,0.2,0.0,0.9,0.6,1.5,1.4,0.9,3.0,1.2,1.8,12.8,0.6,0.2,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Pervis Estupiñán,Brighton,1.7,0.7,2.5,1.1,0.7,1.2,0.1,0.0,0.3,1.0,0.2,0.1,0.6,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.7,0.5,1.2,1.1,0.8,1.8,1.0,0.8,46.3,0.9,0.8,38.0,6.6,1.5,0.1,1.3,0.1,0.0,0.0,0.0,0.0,0.1,0.1
Dominic Solanke,Bournemouth,0.5,0.5,1.0,0.2,1.6,1.2,0.1,0.0,0.3,1.3,0.2,0.1,0.6,0.0,0.0,0.0,0.0,2.3,0.3,0.3,1.7,0.2,0.1,0.1,0.0,2.0,1.4,3.3,4.1,2.2,4.6,1.6,3.0,15.6,0.2,0.2,10.6,4.5,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Ibrahima Konaté,Liverpool,2.1,0.6,2.7,1.4,0.8,1.6,0.3,0.0,0.1,3.1,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.2,0.6,0.8,0.7,0.2,3.3,2.6,0.8,62.8,1.9,2.8,52.8,5.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Salisu,Southampton,2.3,0.5,2.8,1.4,0.1,1.2,0.2,0.0,0.0,5.4,1.1,0.1,1.4,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.4,0.5,0.2,0.4,3.7,2.5,1.2,49.5,3.3,5.7,34.7,5.8,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben White,Arsenal,1.6,0.7,2.3,0.6,0.8,0.7,0.1,0.0,0.0,2.0,0.3,0.1,0.9,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.6,0.2,0.8,0.7,0.2,1.9,0.9,1.1,51.3,1.5,1.9,42.9,4.9,0.7,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Andy Robertson,Liverpool,1.1,0.6,1.7,0.5,0.3,0.6,0.1,0.0,0.2,1.3,0.1,0.2,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.5,1.2,0.9,0.2,1.4,0.6,0.7,53.9,1.6,2.5,43.9,6.0,1.5,0.6,0.9,0.2,0.1,0.0,0.1,0.0,0.1,0.2
Julio Enciso,Brighton,0.7,0.3,0.9,0.2,0.8,0.7,0.1,0.0,0.2,0.1,0.0,0.1,0.5,0.0,0.0,0.0,0.0,1.9,0.9,0.1,0.9,0.2,0.1,0.0,0.1,1.6,1.6,3.2,1.0,1.0,0.7,0.3,0.4,12.1,0.1,0.2,8.8,3.2,0.7,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.1,0.1
Dejan Kulusevski,Tottenham,1.3,0.9,2.2,0.4,0.8,1.2,0.1,0.0,0.1,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.4,0.5,0.0,0.9,0.1,0.0,0.1,0.0,2.0,1.7,3.7,2.6,1.7,0.4,0.1,0.2,22.5,0.3,0.4,18.3,3.6,1.6,0.1,1.4,0.1,0.0,0.0,0.0,0.0,0.1,0.2
William Saliba,Arsenal,1.3,0.1,1.4,0.7,0.5,0.7,0.1,0.0,0.0,3.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.4,0.6,0.2,3.6,2.0,1.6,69.0,2.4,1.9,60.5,4.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Royal,Tottenham,2.1,0.5,2.6,0.7,1.3,0.8,0.1,0.0,0.0,2.5,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.4,0.1,0.0,0.0,0.0,0.6,0.6,1.2,0.8,0.7,2.1,1.1,1.0,33.2,1.3,1.4,26.2,4.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Burn,Newcastle,1.6,0.9,2.4,0.8,0.1,0.9,0.2,0.0,0.2,2.7,0.4,0.4,0.7,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.4,0.3,0.7,0.9,0.2,3.2,2.2,1.0,37.8,1.4,2.4,28.3,5.7,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
